raw_id,source,url,title,city,neighborhood,raw_price,raw_surface,raw_rooms,scraped_at,price,surface,rooms,property_type,transaction,price_per_m2,log_price,year,month,quarter,year_quarter,region,latitude,longitude,quality_score
67,mubawab,https://www.mubawab.ma/fr/a/8237590/villa-de-haut-standing-%C3%A0-louer,Villa de haut standing à louer,casablanca,,120 000 DH,"1100
						m²",3 Pièces,2026-06-09 21:46:10.942345,120000.0,1100.0,3.0,villa,location,,11.695247021764184,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
128,mubawab,https://www.mubawab.ma/fr/a/8362175/studio-%C3%A0-louer-%E2%80%93-proche-h%C3%B4pital-cheikh-khalifa-et-cfc,Studio à louer – Proche Hôpital Cheikh Khalifa et CFC,casablanca,,4 000 DH,"35
						m²",1 Pièce,2026-06-09 21:46:10.998217,4000.0,35.0,1.0,studio,location,,8.294049640102028,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
160,mubawab,https://www.mubawab.ma/fr/a/8362149/appartement-en-location-%C3%A0-hay-zobir-2-chambres-agr%C3%A9ables,Appartement en location à Hay Zobir. 2 chambres agréables,casablanca,,2 500 DH,"50
						m²",Appartement en location à Hay Zobir. 2 chambres agréables,2026-06-09 21:46:11.027325,2500.0,50.0,2.0,appartement,location,,7.824046010856292,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
287,mubawab,https://www.mubawab.ma/fr/a/8214849/villa-%C3%A0-louer-%C3%A0-ain-diab-contemporaine-ascenseur,"Villa à Louer à Ain Diab contemporaine, ascenseur",casablanca,"Villa à Louer à Ain Diab contemporaine, ascenseur",70 000 DH,"700
						m²",6 Pièces,2026-06-09 21:46:11.145422,70000.0,700.0,6.0,villa,location,,11.156250521031495,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,1.0
300,mubawab,https://www.mubawab.ma/fr/a/8345644/location-en-exclusivit%C3%A9-%E2%80%94-penthouse-au-quartier-financier-de-casablanca,Location en exclusivité — Penthouse au Quartier Financier de...,casablanca,,50 000 DH,"226
						m²",4 Pièces,2026-06-09 21:46:11.157386,50000.0,226.0,4.0,penthouse,location,,10.819778284410283,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
456,mubawab,https://www.mubawab.ma/fr/a/8253569/tr%C3%A8s-rare-%C3%A0-casablanca-penthouse-de-luxe-%C3%A0-louer-%C3%A0-ain-diab,Très rare à Casablanca Penthouse de luxe à louer à Ain Diab,casablanca,Très rare à Casablanca Penthouse de luxe à louer à Ain Diab,90 000 DH,"435
						m²",13 Pièces,2026-06-09 21:46:11.300515,90000.0,435.0,13.0,penthouse,location,,11.407564949312402,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,1.0
461,mubawab,https://www.mubawab.ma/fr/a/8319430/location-rare-villa-commerciale-sur-blvd-slaoui,Location Rare Villa Commerciale sur Blvd Slaoui,casablanca,,270 000 DH,"605
						m²",10 Pièces,2026-06-09 21:46:11.304976,270000.0,605.0,10.0,villa,location,,12.506177237980511,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
467,mubawab,https://www.mubawab.ma/fr/a/7875709/cosy-stylish-2-bedrooms-casa-city-center-garage,Cosy & Stylish 2 Bedrooms /Casa city center/Garage,casablanca,,850 DH,"100
						m²",3 Pièces,2026-06-09 21:46:11.310463,850.0,100.0,3.0,autre,location,,6.745236349484363,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
661,mubawab,https://www.mubawab.ma/fr/a/8332471/villa-%C3%A0-vendre,Villa à vendre,casablanca,,35 000 000 DH,"1800
						m²",4 Pièces,2026-06-09 21:46:11.490804,35000000.0,1800.0,4.0,villa,vente,19444.44,17.37085861945369,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
665,mubawab,https://www.mubawab.ma/fr/pa/8338853/appartement-%C3%A0-l-achat-%C3%A0-belv%C3%A9d%C3%A8re-1-chambre,Appartement à l'achat à Belvédère. 1 chambre,casablanca,,709 670 DH,"48
						m²",Appartement à l'achat à Belvédère. 1 chambre,2026-06-09 21:46:11.494405,709670.0,48.0,1.0,appartement,vente,14784.79,13.47255535223734,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
670,mubawab,https://www.mubawab.ma/fr/a/7662572/belle-villa-anfa-2100-m%C3%A8tres,Belle villa Anfa 2100 mètres,casablanca,,37 000 000 DH,"2000
						m²",9 Pièces,2026-06-09 21:46:11.499014,37000000.0,2000.0,9.0,villa,vente,18500.0,17.4264284706085,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
674,mubawab,https://www.mubawab.ma/fr/a/8353777/villa-anfa-%C3%A0-vendre-habitable-dans-l-imm%C3%A9diat,"Villa anfa à vendre 
habitable dans l'immédiat",casablanca,,39 500 000 DH,"1953
						m²",10 Pièces,2026-06-09 21:46:11.502630,39500000.0,1953.0,10.0,villa,vente,20225.29,17.49181122987135,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
863,mubawab,https://www.mubawab.ma/fr/a/7663479/anfa-sup%C3%A9rieur-villa-1800-m%C3%A8tres,Anfa Supérieur Villa 1800 mètres,casablanca,,43 000 000 DH,"1800
						m²",7 Pièces,2026-06-09 21:46:11.681101,43000000.0,1800.0,7.0,villa,vente,23888.89,17.576710673657836,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,0.8333333333333334
926,mubawab,https://www.mubawab.ma/fr/a/8326418/%C3%A0-vendre-villa-%C3%A0-anfa-sup%C3%A9rieur,À vendre villa à Anfa supérieur,casablanca,"À VENDRE – Villa À Anfa Supérieur

Villa à fort potentiel, située à Anfa supérieur ,sur un terrain d",29 000 000 DH,"1197
						m²",7 Pièces,2026-06-09 21:46:11.740916,29000000.0,1197.0,7.0,villa,vente,24227.23,17.182806387950748,2026,6,2,2026-Q2,Grand Casablanca-Settat,33.5731,-7.5898,1.0
1033,mubawab,https://www.mubawab.ma/fr/a/8232426/agdal-studio-de-haut-standing-en-location,Agdal studio de haut standing en location,rabat,Agdal studio de haut standing en location,4 500 DH,"30
						m²",1 Pièce,2026-06-09 21:48:28.813325,4500.0,30.0,1.0,studio,location,,8.411832675758411,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1048,mubawab,https://www.mubawab.ma/fr/a/8355630/villa-%C3%A0-louer-usage-d-habitation-ou-usage-bureau,Villa à louer usage d'habitation ou usage bureau,rabat,"Agdal,
								Rabat",120 000 DH,"650
						m²",5 Chambres,2026-06-09 21:48:28.834822,120000.0,650.0,5.0,villa,location,,11.695247021764184,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1100,mubawab,https://www.mubawab.ma/fr/a/8361844/villa-de-luxe-%C3%A0-louer-%C3%A0-souissi-6-pi%C3%A8ces-confortables-bien-meubl%C3%A9,Villa de luxe à louer à Souissi. 6 pièces confortables. Bien...,rabat,Villa de luxe à louer à Souissi. 6 pièces confortables. Bien...,100 000 DH,"2000
						m²",Villa de luxe à louer à Souissi. 6 pièces confortables. Bien...,2026-06-09 21:48:28.893336,100000.0,2000.0,6.0,villa,location,,11.512925464970229,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1102,mubawab,https://www.mubawab.ma/fr/a/8354207/%C3%A0-louer-%E2%80%93-villa-d%E2%80%99exception-meubl%C3%A9e-%E2%80%93-l%E2%80%99orangerie-souissi-rabat,"À louer – Villa d’exception meublée – L’Orangerie Souissi, R...",rabat,"À louer – Villa d’exception meublée – L’Orangerie Souissi, R...",140 000 DH,"1250
						m²",12 Pièces,2026-06-09 21:48:28.895365,140000.0,1250.0,12.0,villa,location,,11.84939770159144,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1149,mubawab,https://www.mubawab.ma/fr/a/8275550/villa-d%E2%80%99exception-%C3%A0-souissi-en-location,"Villa d’exception à Souissi 
En Location",rabat,"Villa d’exception à Souissi 
En Location",100 000 DH,"1000
						m²",9 Pièces,2026-06-09 21:48:28.951361,100000.0,1000.0,9.0,villa,location,,11.512925464970229,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1184,mubawab,https://www.mubawab.ma/fr/a/8339688/villa-%C3%A0-louer-sur-souissi,Villa à louer sur Souissi,rabat,Villa à louer sur Souissi,100 000 DH,"2000
						m²",10 Pièces,2026-06-09 21:48:29.010625,100000.0,2000.0,10.0,villa,location,,11.512925464970229,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1187,mubawab,https://www.mubawab.ma/fr/a/8360317/un-magnifique-palais-%C3%A0-louer,Un magnifique palais à louer,rabat,"Souissi,
								Rabat",85 000 DH,"1000
						m²",8 Pièces,2026-06-09 21:48:29.014392,85000.0,1000.0,8.0,autre,location,,11.350406535472453,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1193,mubawab,https://www.mubawab.ma/fr/a/8357746/%C3%A0-louer-%E2%80%94-villa-de-prestige-meubl%C3%A9e-souissi-rabat-piscine-hammam-125-000-mad-mois,"À louer — Villa de prestige meublée, Souissi Rabat, Piscine...",rabat,"À louer — Villa de prestige meublée, Souissi Rabat, Piscine...",125 000 DH,"800
						m²",6 Pièces,2026-06-09 21:48:29.022024,125000.0,800.0,6.0,villa,location,,11.736069016284437,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1195,mubawab,https://www.mubawab.ma/fr/a/8360943/magnifique-villa-%C3%A0-louer-%C3%A0-quartier-des-ambassades-6-chambres-agr%C3%A9ables-porte-blind%C3%A9e-et-chauffage-central,"Magnifique villa à louer à Quartier Des Ambassades. 
6 chamb...",rabat,"Découvrez une villa exceptionnelle située dans le quartier prestigieux des Ambassades à Souissi, Rab",100 000 DH,"2000
						m²",8 Pièces,2026-06-09 21:48:29.024688,100000.0,2000.0,8.0,villa,location,,11.512925464970229,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1206,mubawab,https://www.mubawab.ma/fr/a/8286000/luxueuse-villa-%C3%A0-louer-meubl%C3%A9e-ou-vide-5-chambres,"Luxueuse villa à louer meublée ou vide 
5 chambres",rabat,"Souissi,
								Rabat",95 000 DH,"600
						m²","Luxueuse villa à louer meublée ou vide 
5 chambres",2026-06-09 21:48:29.038679,95000.0,600.0,5.0,villa,location,,11.461632170582678,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
1257,mubawab,https://www.mubawab.ma/fr/a/7788676/tr%C3%A8s-bel-appart-3p-meubl%C3%A9-vue-sur-mer,Très bel appart 3p meublé vue sur mer,rabat,,800 DH,"85
						m²",3 Pièces,2026-06-09 21:48:29.107321,800.0,85.0,3.0,appartement,location,,6.684611727667927,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,0.8333333333333334
1308,mubawab,https://www.mubawab.ma/fr/a/8359787/location-villa-de-haut-standing-%C3%A0-souissi-7-chambres-jardin-et-terrasse,Location villa de haut standing à Souissi. 7 chambres. Jardi...,rabat,Location villa de haut standing à Souissi. 7 chambres. Jardi...,200 000 DH,"1200
						m²",Location villa de haut standing à Souissi. 7 chambres. Jardi...,2026-06-09 21:48:29.189016,200000.0,1200.0,7.0,villa,location,,12.206072645530174,2026,6,2,2026-Q2,Rabat-Salé-Kénitra,34.0209,-6.8416,1.0
